lon_map,lat_map
-73.5,41.08
-73.5,41.08
-74,40.83
-74.33,40.5
-74,40.33
-74.17,39.83
-74.5,39.33
-75,39
-75.25,39.33
-75.58,39.5
-75.42,39
-75.314,38.855
-75.209,38.71
-75.104,38.565
-75,38.42
-75.063,38.358
-75.125,38.295
-75.188,38.233
-75.25,38.17
-75.58,37.75
-75.75,37.25
-76,37.17
-75.83,37.67
-75.67,38
-76,38
-75.92,38.25
-76.33,38.42
-76.17,38.83
-76.17,39.17
-76,39.5
-76.42,39.33
-76.58,39
-76.5,38.5
-76.42,38.17
-76.92,38.25
-76.33,37.92
-76.42,37.5
-76.42,37.17
-76.42,37.17
-76,36.83
-75.83,36.5
-75.66,36.11
-75.53,35.85
-75.91,36.21
-76,36.17
-76.33,36.08
-76.75,35.92
-76.25,35.92
-75.83,35.92
-75.83,35.58
-76,35.33
-76.33,35.33
-76.83,35
-76.33,35
-76.58,34.75
-77.17,34.67
-77.58,34.33
-78,34
-78.42,33.92
-78.92,33.67
-79.17,33.33
-79.5,33
-80,32.67
-80.5,32.42
-81,32
-81.25,31.5
-81.5,31
-81.42,30.5
-81.33,30
-81.33,30
-81.08,29.5
-80.92,29
-80.58,28.5
-80.58,28.17
-80.33,27.58
-80.08,27
-80.08,26.42
-80.17,25.83
-80.42,25.33
-80.67,25.17
-81.08,25.08
-81.25,25.5
-81.67,25.83
-81.92,26.33
-82.17,26.75
-82.5,27.08
-82.52,27.165
-82.54,27.25
-82.56,27.335
-82.58,27.42
-82.54,27.545
-82.5,27.67
-82.46,27.795
-82.42,27.92
-82.503,27.898
-82.585,27.875
-82.668,27.853
-82.75,27.83
-82.75,28.17
-82.67,28.58
-82.83,29.08
-83.08,29.17
-83.5,29.75
-83.92,30.08
-84.42,30
-84.83,29.75
-85.33,29.67
-85.5,30.08
-86,30.25
-86,30.25
-86.33,30.5
-86.83,30.42
-87.33,30.33
-87.83,30.33
-88,30.67
-88.25,30.42
-88.75,30.5
-89.17,30.5
-89.67,30.25
-90.17,30.5
-90.42,30.08
-90.08,30
-89.67,30.08
-89.25,30.08
-89.33,29.83
-89.58,29.67
-89.58,29.5
-89.08,29.17
-89.25,29
-89.5,29.25
-89.83,29.33
-90.17,29.17
-90.75,29.08
-91.25,29.17
-91.33,29.5
-91.83,29.83
-92.25,29.58
-92.75,29.67
-93.25,29.83
-93.83,29.75
-93.83,29.75
-94.25,29.67
-94.75,29.42
-94.75,29.83
-94.833,29.79
-94.915,29.75
-94.998,29.71
-95.08,29.67
-95.017,29.565
-94.955,29.46
-94.892,29.355
-94.83,29.25
-94.915,29.188
-95,29.125
-95.085,29.063
-95.17,29
-95.5,28.75
-96,28.67
-96.5,28.33
-97,28
-97.33,27.67
-97.42,27.17
-97.25,26.67
-97.25,26.17
-97.17,25.75
-97.42,25.33
-97.58,24.83
-97.75,24.33
-97.75,23.83
-97.75,23.33
-97.75,22.83
-97.92,22.42
-97.75,21.92
-97.25,21.58
-97.42,21.25
-97.25,20.83
-97,20.5
-96.67,20.17
-96.42,19.67
-96.17,19.25
-96.17,19.25
-95.83,18.83
-95.33,18.67
-94.83,18.5
-94.5,18.17
-94.17,18.17
-93.58,18.33
-93,18.42
-92.42,18.67
-91.83,18.58
-91.83,18.42
-91.25,18.58
-91.33,18.83
-91,19.08
-90.67,19.25
-90.67,19.67
-90.5,20
-90.42,20.42
-90.33,21
-90,21.17
-89.5,21.25
-89,21.33
-88.5,21.5
-88,21.58
-87.58,21.5
-87.08,21.5
-86.83,21.33
-86.83,20.92
-87.25,20.5
-87.42,20
-87.44,19.875
-87.46,19.75
-87.48,19.625
-87.5,19.5
-87.5,19.5
-87.5,19.5
-87.5,19.5
-87.5,19.5
-87.52,19.375
-87.54,19.25
-87.56,19.125
-87.58,19
-87.67,18.42
-87.92,17.92
-88.17,18.33
-88.25,17.5
-88.25,17
-88.5,16.33
-89,16
-88.58,15.83
-88.17,15.58
-87.58,15.83
-87,15.67
-86.5,15.75
-86,15.92
-85.5,15.83
-85,15.92
-84.67,15.83
-84.25,15.75
-83.83,15.33
-83.42,15.17
-83.25,15
-83.25,14.25
-83.5,13.83
-83.5,13.25
-83.5,12.75
-83.67,12.17
-83.67,11.67
-83.83,11.25
-83.67,10.83
-83.42,10.42
-83.42,10.42
-83.17,10
-82.75,9.67
-82.33,9.42
-82.17,9
-81.75,9
-81.42,8.75
-80.83,8.92
-80.33,9.08
-79.83,9.25
-79.58,9.58
-79.08,9.58
-78.67,9.42
-78.25,9.33
-77.83,9
-77.5,8.67
-77.17,8.33
-76.75,7.83
-76.75,8.58
-76.25,9
-76,9.42
-75.58,9.5
-75.58,10
-75.5,10.5
-75.25,10.83
-74.83,11
-74.42,10.92
-74.17,11.25
-73.5,11.17
-73,11.42
-72.67,11.67
-72.67,11.67
-72.25,11.83
-72,12.17
-71.67,12.42
-71.33,12.33
-71.17,12.08
-71.42,11.67
-71.92,11.5
-71.67,11
-71.5,10.58
-71.75,10.25
-72,9.75
-71.75,9.42
-71.67,9
-71.08,9.17
-71.08,9.75
-71.42,10.33
-71.42,10.92
-71,11.08
-70.58,11.25
-70.17,11.5
-70.33,11.92
-69.92,12.17
-69.75,11.5
-69.33,11.5
-68.83,11.42
-68.42,11.17
-68.33,10.75
-68.17,10.42
-67.58,10.5
-67,10.5
-67,10.5
-66.58,10.58
-66.17,10.58
-66,10.33
-65.58,10.17
-65,10.08
-64.5,10.25
-64,10.67
-63.42,10.67
-62.75,10.67
-62.605,10.67
-62.46,10.67
-62.315,10.67
-62.17,10.67
-62.378,10.628
-62.585,10.585
-62.793,10.543
-63,10.5
-62.67,10.17
-62.33,9.75
-62,9.83
-61.58,9.67
-61,9.5
-60.83,9
-61,8.42
-60.25,8.58
-59.67,8.25
-59.17,7.92
-58.67,7.58
-58.5,7.17
-58.58,6.75
-58.17,6.83
-57.67,6.5
-57.33,6.25
-57.08,5.92
-56.5,5.83
-56,5.83
-56,5.83
-55.5,5.92
-55,5.92
-54.5,5.83
-54,5.67
-53.67,5.58
-53.25,5.42
-52.75,5.17
-52.33,4.83
-51.83,4.5
-51.5,4.25
-51,3.75
-51,3.17
-50.67,2.5
-50.5,1.83
-49.92,1.75
-50,1
-50.42,0.5
-50.75,0.17
-51.17,-0.17
-51.33,-0.67
-51.42,-1.25
-50.83,-1
-50.58,-1.67
-50.42,-1
-50.42,-0.42
-50,-0.17
-49.5,-0.25
-49,-0.17
-48.42,-0.33
-48.58,-1
-48.58,-1
-48.75,-1.42
-48.5,-1.58
-48.17,-0.83
-47.83,-0.67
-47.25,-0.67
-46.67,-1
-46.17,-1.17
-45.5,-1.33
-45.33,-1.67
-44.83,-1.5
-44.67,-1.92
-44.42,-2.33
-44.58,-2.83
-44,-2.67
-43.5,-2.42
-43,-2.5
-42.5,-2.75
-42,-2.75
-41.5,-3
-41,-3
-40.5,-2.83
-40,-2.83
-39.5,-3.17
-39,-3.5
-38.5,-3.83
-38.17,-4.17
-37.83,-4.5
-37.33,-4.75
-37,-5.08
-36.5,-5.17
-36.5,-5.17
-36,-5.08
-35.42,-5.25
-35.17,-5.83
-35,-6.42
-34.83,-7
-34.75,-7.5
-34.83,-8.17
-35.08,-8.67
-35.33,-9.17
-35.58,-9.58
-36,-10
-36.25,-10.42
-36.75,-10.75
-37,-11
-37.33,-11.5
-37.58,-12
-38,-12.58
-38.42,-13
-38.92,-13.33
-39,-14
-39.08,-14.5
-39,-15
-39,-15.5
-38.92,-16
-39.08,-16.58
-39.17,-17.17
-39.17,-17.67
-39.5,-18
-39.58,-18.5
-39.58,-19
-39.58,-19
-39.67,-19.5
-40.17,-20
-40.33,-20.5
-40.83,-21
-41,-21.5
-41,-22
-41.5,-22.25
-42,-22.5
-42,-22.92
-42.5,-22.92
-43,-23
-43.5,-23
-44,-22.92
-44.67,-23
-44.5,-23.33
-45,-23.33
-45.42,-23.83
-45.75,-23.67
-46.33,-24
-46.83,-24.17
-47.25,-24.58
-47.75,-25
-48.17,-25.42
-48.58,-25.83
-48.58,-26.33
-48.58,-27
-48.5,-27.5
-48.58,-28
-48.75,-28.5
-49,-28.67
-49,-28.67
-49.42,-29
-49.83,-29.5
-50.17,-30
-50.33,-30.5
-50.67,-31
-51,-31.5
-51.5,-31.83
-52,-32.17
-52.42,-32.5
-52.58,-33
-53,-33.5
-53.5,-33.83
-53.58,-34.17
-54,-34.5
-54.5,-34.75
-55,-34.83
-55.67,-34.75
-56.25,-34.83
-56.83,-34.67
-57.17,-34.42
-57.83,-34.42
-58.33,-34
-58.5,-34.33
-58.33,-34.67
-57.5,-35
-57.17,-35.33
-57.42,-35.83
-57.17,-36.25
-56.75,-36.33
-56.67,-36.83
-56.67,-36.83
-57,-37.33
-57.42,-37.75
-57.58,-38.17
-58.17,-38.42
-58.67,-38.58
-59.33,-38.75
-60,-38.83
-60.5,-38.92
-61.25,-39
-62,-39
-62.25,-38.75
-62.33,-39.17
-62,-39.5
-62.17,-39.83
-62.42,-40.33
-62.25,-40.58
-62.33,-40.92
-63,-41.17
-63.83,-41.17
-64.33,-41
-64.83,-40.75
-64.915,-40.813
-65,-40.875
-65.085,-40.938
-65.17,-41
-65.128,-41.125
-65.085,-41.25
-65.043,-41.375
-65,-41.5
-65,-42.08
-64.5,-42.33
-63.75,-42.08
-63.58,-42.58
-63.67,-42.83
-64.17,-42.83
-64.5,-42.5
-64.5,-42.5
-65,-42.83
-64.33,-43
-65,-43.33
-65.25,-43.67
-65.17,-44
-65.17,-44.5
-65.58,-44.67
-65.58,-45
-66.17,-45
-66.83,-45.25
-67.17,-45.5
-67.5,-46
-67.42,-46.5
-67,-46.83
-66.5,-47.17
-65.75,-47.17
-65.67,-47.5
-65.83,-48
-66.33,-48.33
-67,-48.67
-67.5,-49
-67.67,-49.5
-67.83,-50
-68.5,-50.17
-69,-50.5
-69.17,-51
-69,-51.42
-68.83,-51.83
-68.33,-52.33
-69,-52.25
-69,-52.25
-69.5,-52.25
-69.58,-52.5
-70,-52.5
-70.75,-52.75
-70.92,-53.25
-70.92,-53.75
-71.25,-53.83
-72,-53.67
-72.25,-53.42
-71.33,-53.17
-71.08,-52.83
-71.5,-52.75
-72,-53.17
-72.5,-53.42
-73.17,-53.17
-73.5,-52.92
-73.5,-52.67
-74,-52.58
-74.17,-52.17
-74.5,-52.42
-75,-52.25
-75,-51.75
-74.33,-51.83
-74.17,-51.5
-74.33,-51
-74.5,-51.33
-74.707,-51.393
-74.914,-51.456
-75.122,-51.518
-75.33,-51.58
-75.247,-51.478
-75.164,-51.375
-75.082,-51.273
-75,-51.17
-74.83,-50.67
-74.5,-50.75
-74.5,-50.75
-74.67,-50.42
-74.5,-50
-75.33,-50.75
-75.33,-50.17
-75.247,-50.108
-75.165,-50.045
-75.082,-49.983
-75,-49.92
-75.125,-49.898
-75.25,-49.875
-75.375,-49.853
-75.5,-49.83
-75.42,-49.42
-75.58,-49.17
-75.42,-48.58
-75.42,-48.17
-75.33,-47.83
-74.92,-47.75
-74.5,-48.33
-74.5,-47.83
-74.42,-47.42
-74,-46.83
-74.5,-46.83
-75,-46.67
-75.5,-46.92
-75.5,-46.58
-74.75,-46.17
-75,-45.92
-74.5,-45.83
-74.67,-45.58
-74.5,-45.25
-74.33,-45
-74.5,-44.58
-74.25,-44.17
-73.83,-43.83
-73.5,-44.17
-73.5,-44.17
-73.67,-44.42
-73.58,-44.67
-73.83,-45
-73.67,-45.17
-73.58,-45.5
-73.33,-45
-73.42,-44.67
-73,-44.42
-73.17,-44.17
-72.83,-43.75
-73,-43.42
-72.75,-43
-72.75,-42.33
-72.687,-42.29
-72.625,-42.25
-72.562,-42.21
-72.5,-42.17
-72.563,-42.128
-72.625,-42.085
-72.688,-42.043
-72.75,-42
-72.687,-41.918
-72.625,-41.835
-72.562,-41.753
-72.5,-41.67
-72.625,-41.628
-72.75,-41.585
-72.875,-41.543
-73,-41.5
-73.17,-41.83
-73.58,-41.75
-73.75,-41.42
-73.83,-41
-73.67,-40.58
-73.67,-40
-73.25,-39.5
-73.33,-39
-73.42,-38.58
-73.42,-38.17
-73.67,-37.75
-73.5,-37.17
-73.08,-37.17
-73.08,-37.17
-73.08,-36.67
-72.83,-36.5
-72.67,-36
-72.5,-35.5
-72.17,-35
-71.92,-34.5
-71.83,-34
-71.58,-33.67
-71.67,-33.17
-71.33,-32.5
-71.5,-32.17
-71.5,-31.83
-71.58,-31.33
-71.67,-30.75
-71.58,-30.25
-71.25,-30
-71.33,-29.33
-71.5,-29
-71.25,-28.5
-71.17,-28
-70.92,-27.5
-70.92,-27
-70.58,-26.33
-70.75,-25.75
-70.5,-25.42
-70.5,-25
-70.58,-24.5
-70.5,-24
-70.5,-23.5
-70.5,-23
-70.5,-23
-70.25,-22.5
-70.17,-22
-70.08,-21.5
-70.17,-21
-70.17,-20.5
-70.08,-20
-70.25,-19.33
-70.33,-18.75
-70.33,-18.25
-70.83,-17.83
-71.17,-17.67
-71.5,-17.25
-72,-17
-72.5,-16.67
-72.83,-16.58
-73.5,-16.25
-74,-15.83
-74.5,-15.75
-75.17,-15.33
-75.5,-15
-75.83,-14.67
-76.25,-14.17
-76.17,-13.67
-76.5,-13
-76.67,-12.5
-77,-12.17
-77.17,-11.83
-77.5,-11.33
-77.67,-10.83
-78.17,-10.17
-78.17,-10.17
-78.33,-9.67
-78.5,-9.17
-78.67,-8.67
-79,-8.17
-79.5,-7.83
-79.67,-7.25
-80,-6.83
-80.33,-6.5
-80.83,-6.25
-81.17,-6
-80.83,-5.67
-81.17,-5.17
-81.33,-4.67
-81.33,-4.25
-80.83,-3.83
-80.33,-3.5
-80,-3.33
-79.83,-2.83
-79.67,-2.5
-80.08,-2.5
-80.17,-3
-80.58,-2.5
-80.92,-2.33
-80.75,-2.17
-80.75,-1.67
-80.92,-1
-80.5,-0.83
-80.5,-0.33
-80.08,0
NaN,NaN
-125.08,66.08
-123.58,66.13
-122,66.25
-121,66
-122,65.75
-122.75,65.58
-123.25,65
-121.75,65
-121.58,65.33
-120.67,65.67
-120.5,65.33
-121,64.83
-119.33,65.37
-120,65.82
-118.42,65.67
-118.08,66.08
-117.67,66.42
-119.08,66.33
-119.43,66.354
-119.79,66.377
-120.14,66.399
-120.5,66.42
-120.31,66.483
-120.13,66.545
-119.94,66.608
-119.75,66.67
-118.92,66.92
-120,67.08
-121.33,66.75
-122.67,66.58
-123.83,66.37
-125.08,66.08
NaN,NaN
-117,61.17
-116,60.83
-115.25,60.83
-114.42,61
-113.92,60.92
-113.75,61.25
-112.92,61.42
-112.17,61.58
-111.75,62.08
-110.92,62.33
-110.65,62.353
-110.38,62.376
-110.1,62.398
-109.83,62.42
-109.91,62.483
-110,62.545
-110.08,62.608
-110.17,62.67
-109.88,62.671
-109.59,62.671
-109.29,62.671
-109,62.67
-110,62.83
-110.75,62.83
-111.58,62.67
-111.92,62.42
-112.42,62.08
-113.08,62
-113.83,62.17
-114.17,62.42
-115.33,62.42
-115.08,62.17
-114.93,62.085
-114.79,62
-114.64,61.915
-114.5,61.83
-114.69,61.81
-114.88,61.791
-115.06,61.77
-115.25,61.75
-115.33,61.42
-115.83,61.17
-117,61.17
NaN,NaN
-111.25,58.67
-110.33,58.58
-110,58.92
-109.25,59.08
-108.25,59.08
-108.04,59.123
-107.84,59.166
-107.63,59.208
-107.42,59.25
-107.56,59.293
-107.71,59.335
-107.85,59.378
-108,59.42
-108.58,59.42
-109.17,59.67
-109.67,59.67
-110.17,59.25
-110.67,59
-111.25,58.67
NaN,NaN
-103.08,56.33
-102.17,56.58
-102.17,57
-102.17,57.42
-101.58,57.67
-102.08,58.17
-102.5,57.75
-102.58,57.668
-102.67,57.585
-102.75,57.503
-102.83,57.42
-102.75,57.315
-102.66,57.21
-102.58,57.105
-102.5,57
-102.56,56.918
-102.63,56.835
-102.69,56.753
-102.75,56.67
-103.08,56.33
NaN,NaN
-99.25,53.33
-98.92,53
-98.67,52.5
-98.17,52.25
-98.17,51.92
-97.42,51.92
-97.33,51.42
-96.83,51.58
-96.92,51.17
-97,50.75
-97,50.33
-96.42,50.5
-96.17,51.17
-96.58,51.58
-97,52.17
-97.25,52.67
-97.58,53.17
-97.83,53.67
-98.42,53.75
-99,53.75
-99.25,53.33
NaN,NaN
-92.08,46.67
-91.58,46.67
-90.92,46.92
-90.5,46.5
-89.75,46.75
-89,47
-88.25,47.42
-87.75,47.42
-88.42,47.08
-88.42,46.75
-87.75,46.83
-87.33,46.42
-86.67,46.42
-85.83,46.67
-85,46.75
-85,46.5
-84.875,46.5
-84.75,46.5
-84.625,46.5
-84.5,46.5
-84.562,46.605
-84.625,46.71
-84.687,46.815
-84.75,46.92
-84.67,47.33
-85,47.58
-85,47.92
-85.75,47.92
-86.17,48.25
-86.5,48.75
-87.33,48.75
-88.08,49
-88.42,48.67
-89.08,48.42
-89.42,48.08
-89.83,47.83
-89.83,47.83
-90.5,47.67
-91,47.33
-91.58,47
-92.08,46.67
NaN,NaN
-88,44.58
-87.813,44.665
-87.626,44.751
-87.438,44.835
-87.25,44.92
-87.313,44.815
-87.375,44.71
-87.438,44.605
-87.5,44.5
-87.52,44.418
-87.54,44.335
-87.56,44.253
-87.58,44.17
-87.75,43.58
-87.92,43.17
-87.83,42.75
-87.83,42.17
-87.747,42.045
-87.664,41.92
-87.582,41.795
-87.5,41.67
-87.395,41.67
-87.29,41.67
-87.185,41.67
-87.08,41.67
-86.67,41.83
-86.42,42.17
-86.25,42.75
-86.33,43.25
-86.5,43.67
-86.5,44.08
-86.25,44.5
-86.08,44.92
-85.33,45.17
-85,45.67
-84.875,45.67
-84.75,45.67
-84.625,45.67
-84.5,45.67
-84.395,45.628
-84.29,45.585
-84.185,45.543
-84.08,45.5
-83.58,45.33
-83.33,45
-83.33,44.42
-83.83,43.92
-83.83,43.58
-83.42,43.92
-82.92,44.08
-82.67,43.58
-82.67,43.58
-82.42,43.08
-81.75,43.33
-81.75,43.92
-81.5,44.42
-81.33,44.83
-81.5,45.17
-80.92,44.75
-80.08,44.5
-79.998,44.583
-79.915,44.665
-79.833,44.748
-79.75,44.83
-79.874,44.978
-79.999,45.125
-80.124,45.273
-80.25,45.42
-80.75,45.92
-81.67,46.08
-82.33,46.17
-83,46.17
-83.67,46.25
-84.17,46.25
-84,45.92
-84.83,45.92
-85.25,46
-85.75,45.92
-86.75,45.75
-87,45.75
-87.33,45.42
-87.67,45
-88,44.58
NaN,NaN
-83.08,45.83
-82.33,45.83
-81.75,45.92
-81.92,45.5
-82.42,45.67
-83.08,45.83
NaN,NaN
-83.5,41.75
-82.83,41.5
-82.25,41.5
-81.67,41.58
-81.08,41.83
-80.5,42
-79.83,42.25
-79.25,42.5
-78.83,42.83
-79.5,42.83
-80.17,42.83
-80.5,42.58
-80.92,42.67
-81.5,42.58
-81.83,42.25
-82.5,42
-83.08,42
-83.5,41.75
NaN,NaN
-79.75,43.25
-79.25,43.17
-78.58,43.33
-78,43.33
-77.42,43.25
-76.83,43.33
-76.17,43.5
-76.25,44
-76.08,44.33
-76.67,44.17
-77,43.92
-77.67,44
-78.17,43.92
-78.83,43.83
-79.42,43.67
-79.75,43.25
NaN,NaN
-91.42,0.08
-91.08,-0.33
-90.83,-0.75
-91.17,-1.08
-91.5,-0.92
-91.17,-0.67
-91.5,-0.42
-91.42,0.08
NaN,NaN
-74,-41.83
-73.42,-42
-73.33,-42.33
-73.67,-42.67
-73.5,-43
-73.75,-43.42
-74.33,-43.33
-74.17,-42.67
-74.17,-42.33
-74,-41.83
NaN,NaN
-68.75,-52.58
-68.25,-53
-68.17,-53.33
-68,-53.67
-67.42,-54
-66.75,-54.25
-66.33,-54.5
-65.83,-54.67
-65.17,-54.67
-65.25,-54.92
-65.67,-55
-66.5,-55
-67.33,-55.25
-68.17,-55.25
-68,-55.67
-68.67,-55.42
-69.33,-55.5
-69.83,-55.33
-70,-55
-70.5,-55.17
-71.17,-55
-72,-54.67
-72,-54.67
-72,-54.42
-72.5,-54.42
-72.67,-54.08
-73.33,-54.08
-73.33,-53.83
-73.83,-53.58
-73.5,-53.33
-74,-53.25
-74.5,-53
-74.67,-52.75
-74,-53
-73.33,-53.25
-72.5,-53.58
-72.08,-53.83
-71.33,-54
-71,-54.17
-70.5,-53.67
-70.33,-54.17
-70.248,-54.19
-70.165,-54.21
-70.083,-54.23
-70,-54.25
-70.02,-54.125
-70.04,-54
-70.06,-53.875
-70.08,-53.75
-69.892,-53.688
-69.704,-53.626
-69.517,-53.563
-69.33,-53.5
-69.42,-53.33
-70.17,-53.5
-70.42,-53.33
-70.25,-52.83
-69.75,-52.83
-69.5,-52.58
-69.17,-52.67
-68.75,-52.58
NaN,NaN
-61.17,-51.83
-60.5,-52
-60.17,-51.75
-60.5,-51.42
-59.67,-51.33
-59,-51.5
-58.33,-51.33
-57.75,-51.5
-57.75,-51.83
-58.5,-52
-58.83,-52.25
-59.5,-52.33
-59.67,-52.08
-60,-52
-60.5,-52.25
-61.17,-51.83
NaN,NaN
-38,-54
-37,-54.08
-36.25,-54.33
-35.83,-54.58
-36,-54.92
-36.58,-54.5
-37.25,-54.25
-38,-54
NaN,NaN
-61.83,10
-61.5,10.17
-61.5,10.58
-61.67,10.67
-61,10.75
-61,10.25
-61.25,10
-61.83,10
NaN,NaN
-78.33,18.17
-78.25,18.33
-77.83,18.5
-77.33,18.42
-76.83,18.33
-76.42,18.17
-76.25,17.83
-76.58,17.83
-76.92,17.92
-77.25,17.75
-77.67,17.83
-78,18.17
-78.33,18.17
NaN,NaN
-83.07,21.77
-82.87,21.98
-82.65,21.82
-82.612,21.748
-82.575,21.675
-82.537,21.603
-82.5,21.53
-82.583,21.505
-82.665,21.48
-82.748,21.455
-82.83,21.43
-83.05,21.47
-82.95,21.6
-83.07,21.77
NaN,NaN
-84.83,21.83
-84.33,22
-84.33,22.33
-84,22.58
-83.5,22.83
-83,22.92
-82.5,23
-82,23.17
-81.5,23.17
-81,23
-80.5,23
-80.08,22.83
-79.67,22.67
-79.33,22.33
-78.83,22.33
-78.33,22.17
-77.83,21.92
-77.42,21.67
-77,21.5
-76.5,21.17
-76,21.08
-75.58,21
-75.67,20.58
-75.33,20.67
-74.83,20.58
-74.5,20.25
-74.25,20.25
-74.17,20.08
-74.17,20.08
-74.67,20
-75,19.83
-75.5,19.83
-76,19.92
-76.5,19.92
-77,19.83
-77.167,19.83
-77.335,19.83
-77.503,19.83
-77.67,19.83
-77.608,19.893
-77.545,19.955
-77.483,20.018
-77.42,20.08
-77.08,20.33
-77.25,20.67
-78,20.67
-78.5,21
-78.58,21.42
-78.75,21.58
-79.25,21.5
-79.75,21.67
-80.17,21.75
-80.5,22
-81.25,22
-81.75,22.08
-82.08,22.33
-81.58,22.5
-82.25,22.58
-82.75,22.67
-83.08,22.42
-83.42,22.17
-84,22.17
-84.043,22.085
-84.085,22
-84.128,21.915
-84.17,21.83
-84.335,21.83
-84.5,21.83
-84.665,21.83
-84.83,21.83
NaN,NaN
-74.5,18.33
-74.17,18.58
-73.67,18.5
-73.25,18.33
-72.75,18.33
-72.645,18.393
-72.54,18.455
-72.435,18.518
-72.33,18.58
-72.435,18.685
-72.54,18.79
-72.645,18.895
-72.75,19
-72.75,19.33
-73,19.67
-73,19.67
-73.5,19.67
-73.17,19.92
-72.58,19.92
-72,19.67
-71.67,19.83
-71,19.83
-70.5,19.75
-69.92,19.67
-69.75,19.33
-69.17,19.33
-69.58,19.08
-68.75,18.92
-68.33,18.5
-68.67,18.08
-69,18.42
-69.5,18.42
-70.08,18.25
-70.58,18.17
-70.58,18.42
-71.08,18.25
-71.08,18
-71.42,17.58
-71.83,18.08
-72.33,18.17
-72.75,18.08
-73.17,18.17
-73.67,18.17
-73.83,18
-74.5,18.33
NaN,NaN
-67.17,18
-67.17,18.5
-66.58,18.5
-66,18.5
-65.67,18.25
-65.92,18
-66.33,18
-66.75,17.92
-67.17,18
NaN,NaN
-61.752,16.369
-61.552,16.281
-61.544,16.458
-61.495,16.503
-61.428,16.472
-61.392,16.367
-61.19,16.265
-61.464,16.177
-61.594,16.237
-61.566,16.038
-61.692,15.954
-61.76,16.069
-61.79,16.329
-61.752,16.369
NaN,NaN
-60.951,14.548
-61.141,14.855
-61.121,14.966
-60.979,14.962
-60.831,14.78
-60.75,14.54
-60.951,14.548
NaN,NaN
-78.25,25.17
-78,25.17
-77.75,24.67
-77.75,24.33
-77.687,24.248
-77.625,24.165
-77.562,24.083
-77.5,24
-77.543,23.918
-77.585,23.835
-77.628,23.753
-77.67,23.67
-77.92,24.17
-78.42,24.58
-78.17,24.83
-78.25,25.17
NaN,NaN
-73.67,20.92
-73.5,21.17
-73.17,21.08
-73,21.33
-73.17,20.92
-73.67,20.92
NaN,NaN
-78.788,26.565
-78.68,26.591
-78.576,26.8
-78.522,26.747
-77.9,26.747
-77.869,26.603
-78.238,26.625
-78.726,26.476
-78.788,26.565
NaN,NaN
-77.871,26.887
-77.772,26.932
-77.553,26.91
-77.044,26.553
-76.968,26.289
-77.128,26.261
-77.184,25.878
-77.24,25.849
-77.386,25.995
-77.225,26.119
-77.263,26.183
-77.221,26.271
-77.237,26.437
-77.145,26.554
-77.32,26.616
-77.577,26.852
-77.871,26.887
NaN,NaN
-76.708,25.564
-76.648,25.564
-76.614,25.489
-76.28,25.298
-76.119,25.148
-76.097,25.049
-76.165,24.752
-76.132,24.64
-76.21,24.746
-76.29,24.797
-76.194,24.84
-76.205,24.919
-76.135,25.018
-76.184,25.132
-76.297,25.257
-76.749,25.424
-76.708,25.564
NaN,NaN
-75.723,24.685
-75.62,24.631
-75.298,24.145
-75.367,24.171
-75.505,24.127
-75.439,24.219
-75.591,24.49
-75.688,24.516
-75.723,24.685
NaN,NaN
-75.297,23.693
-75.078,23.372
-75.026,23.162
-74.937,23.131
-74.809,22.906
-74.847,22.857
-74.964,23.066
-75.208,23.144
-75.149,23.355
-75.331,23.619
-75.297,23.693
NaN,NaN
-73.858,22.739
-73.808,22.561
-73.957,22.316
-74.165,22.251
-74.15,22.316
-74.036,22.381
-74.016,22.47
-73.895,22.56
-74.273,22.734
-74.348,22.855
-74.027,22.697
-73.858,22.739
NaN,NaN
-74,40.58
-73.92,40.83
-73.33,40.92
-72.83,41
-72.33,41.17
-72,41
-72.67,40.75
-73.33,40.67
-74,40.58
NaN,NaN
-64.42,49.83
-63.75,49.83
-63.08,49.75
-62.5,49.58
-62,49.42
-61.67,49.08
-62.25,49.08
-62.92,49.17
-63.5,49.33
-63.75,49.58
-64.42,49.83
NaN,NaN
-64.25,46.67
-64,46.92
-63.92,46.58
-63.33,46.42
-62.75,46.42
-62,46.5
-62.5,46.25
-62.5,45.92
-63.33,46.17
-63.92,46.42
-64.25,46.67
NaN,NaN
-83.67,62.17
-83.33,62.58
-82.58,62.75
-81.92,62.75
-81.92,62.67
-82.83,62.25
-83.67,62.17
NaN,NaN
-80.08,62.33
-79.25,62.33
-79.33,61.92
-79.75,61.5
-80.17,61.75
-80.08,62.33
NaN,NaN
-80,56.25
-79.17,56.58
-78.92,56.33
-79.17,55.75
-79.17,56.17
-79.5,55.92
-79.645,55.92
-79.79,55.92
-79.935,55.92
-80.08,55.92
-79.916,56.023
-79.752,56.125
-79.586,56.228
-79.42,56.33
-80,56.25
NaN,NaN
-82,53
-81.42,53.17
-81,53.08
-80.75,52.67
-81.42,52.83
-82,53
NaN,NaN
-59.33,47.92
-58.92,48.17
-58.42,48.5
-58.75,48.58
-58.42,49
-57.92,49.5
-57.67,50.08
-57.25,50.58
-57,51
-56.67,51.33
-56,51.58
-55.5,51.58
-55.75,51.08
-56.17,50.58
-56.5,50.25
-56.83,49.75
-56.08,50.08
-55.5,49.92
-55.92,49.67
-55.33,49.33
-54.67,49.42
-54,49.42
